52.00666934990133,17.564542289528962,723.0433876449242
52.00666915628129,17.564542618113446,723.0614861333743
52.00666746916759,17.564554505985917,723.2068623146042
52.006669282383406,17.56454224558613,723.0492563471198
52.006674207950795,17.564541963455156,723.8773364257067
52.00666929588698,17.564542254374697,723.048082606867
52.00666725440857,17.56454594790085,723.2318738307804
52.006669190463924,17.564542113757632,723.0826241085306
52.0066720662627,17.564542562781444,723.4417310617864
52.00666945880995,17.564538912926327,724.3028240576386
52.0066652439365,17.564567101963057,723.4028187599033
